,title,content,category
159,Nearly 700 workers temporarily laid off at St. Catharines GM plant,"Union officials say nearly 700 workers at the General Motors propulsion plant in St. Catharines were handed temporary layoff notices Friday.  Tim McKinnon, unit chairperson for Unifor Local 199, said the majority of the plant's workers will be off the job as of Monday.  About 450 workers will continue working on the transmission line, but their future is uncertain, too.  ""At the end of next week, if nothing changes with the UAW, it will probably put the entire plant out.""  The St. Catharines workers join thousands of others in Ontario's auto industry who have been temporarily laid off after United Auto Workers members at GM's U.S. operations walked off the job for the first time in more than a decade Monday. They walked out over issues that include wages, health care and job security.  GM has also halted production at its Oshawa Assembly Plant, leaving about 2,000 hourly employees off the job and creating a ripple effect among the suppliers who depend on it.    In an email to CBC News, a GM spokesperson confirmed the company had seen a ""disruption"" at its assembly plant in Oshawa due to the UAW strike, but that stamping operations in Oshawa and operations in Ingersoll and St. Catharines continued Friday.  ""We plan to resume these operations as quickly as possible upon resolution of the UAW strike,"" wrote Jacqueline Thomson.  McKinnon said the problem for workers in St. Catharines is that the V8 and V6 engines they produce at the plant ship to the U.S.  ""We don't have anywhere to ship"" during the strike, he explained.  The union representative said laid off workers will be able to access unemployment insurance — about 50 per cent of their wage.  Those who have been employed at the plant for six years or more qualify for supplementary pay that's about 65 per cent of their wage.  McKinnon added so far the situation has been going better than he anticipated.  ""People have resigned themselves to the fact this is what's going on. They're still pretty supportive of the UAW,"" he said, but noted that depends how long the strike drags on.  ""The only frustrating part is we're not in control of this, so you have no idea when it's going to end.""",business
129,"Andrew Scheer promises to review mortgage 'stress test,' allow for longer mortgages","Conservative Leader Andrew Scheer is promising that, if he's elected, he'll review the so-called ""stress test"" to help first-time homebuyers get approved for mortgages and allow people to take out longer mortgages for lower monthly payments.  The stress test, introduced by the Office of the Superintendent of Financial Institutions (OSFI) last year, is a financial bar that any Canadian looking to take out a mortgage must pass.  It requires that prospective homebuyers prove they can service an uninsured mortgage at a higher rate than they qualify for, in order to receive a loan from a federally regulated lender. The idea is to protect borrowers from taking on more debt than they can handle and ensure they have some financial leeway if rates rise.  The Conservatives are promising to review the application of the test for new buyers and are vowing to work with OFSI to eliminate it altogether from mortgage renewals.  Scheer said the test goes too far and has unintended consequences.  ""A new Conservative government will fix the stress test to make sure first time homebuyers can get access to a mortgage,"" he said while unveiling a housing plan Monday during a campaign stop in Vaughan, Ont. about 40 kms north of Toronto.    CIBC published a report earlier this year calling for a review of the stress test. In 2018, the total value of new mortgages fell by eight per cent, or $25 billion, it said. The report estimates the impact of the new stress test accounted for $13 billion to $15 billion of that drop — or 50 to 60 per cent.  But Ben Rabidoux, president of the market research firm North Core Advisors, said getting OSFI to change course is out of the government's hands.  ""There's some concern any time a politician talks about leaning on an arm's-length financial regulator, because they are supposed to be independent,"" he said.  ""I think that there's a valid criticism around that one piece of the stress test, this idea that it creates these captive borrowers. But to the extent that the promise is, 'We're going to really lean on OSFI,' I just think that's a bad precedent and a really bad look.""  Amortization changes  Scheer said a Conservative government also would allow people to take out 30-year mortgages, up from the current 25-year limit.  ""It is important that we have strong regulations around the financial sector to ensure that our housing industry and our mortgage industry is strong and robust, but we believe that for first-time home buyers a 30-year amortization period is appropriate,"" he said.  ""Young first-time home buyers often have their highest earning years ahead of them. And so, as they get promoted and as their incomes go up, they'll be able to carry the mortgages that they've gotten into.""  Former prime minister Stephen Harper initially raised the CMHC's mortgage amortization period to 40 years in 2006, before shortening it to 35 years in 2008, reducing it again to 30 years in 2011 and returning it to 25 years again in 2012.   Former finance minister Jim Flaherty said at the time that he was making the change in an effort to encourage Canadians to borrow responsibly.   'There is no silver bullet here'  The Conservative Party is also promising to launch an inquiry into money laundering in the real estate sector and make surplus federal real estate available for development.  The moves drew praise from some industry associations.  The Canadian Real Estate Association said the longer mortgage element would ""ultimately [provide] greater flexibility for home buyers looking at financing to purchase a home of their own.""  The Canadian Home Builders' Association, which had been pushing for changes to the stress test, said the announcement would help ""well-qualified first-time buyers that have been locked out of home ownership in recent years.""  Rabidoux said the Conservatives' plan has some good ideas but it's not clear if it would change the housing scene in Canada.  James Laird the President of CanWise Financial, a mortgage broker, welcomed the changes, saying that changing the mortgage to a 30-year amortization will allow Canadians to pay 10 per cent more for a house without their mortgage payments increasing.   Laird also applauded the move to scrap the stress test from mortgage renewals, saying ""There was no logic to the existing lender not having a stress test and the new lender having a stress test.""     ""There's no silver bullet here. But I mean, this is kind of what you'd expect a politician to say. They don't really move the needle,"" he said.  The Liberals revealed their housing plan on the first full day of the campaign, pledging to expand the First Time Home Buyer Incentive program introduced with this year's budget.  The program is available to first-time homebuyers who earn less than $120,000 a year, but under the expanded program those with incomes up to $150,000 would qualify.  In February, the Liberals announced plans to turn surplus federal properties into new affordable housing.  ""Andrew Scheer's only plan is a reckless recipe to increase the debt of Canadian households — and to hurt families by taking money out of their pockets and cancelling the Liberal First-Time Home Buyer Incentive,"" said Eglinton-Lawrence Liberal candidate Marco Mendicino in a statement.",politics
15,What the attack on Saudi oil facilities could mean for Canada's oilpatch and Keystone XL,"The secure supply of Canadian oil to the United States could recapture the attention of American decision-makers following the recent attack on Saudi Arabian oil facilities, experts say.     Industry and government leaders around the world are still assessing the impact of Saturday's drone strikes on the state-owned Saudi Aramco facilities.   The attack disrupted about five per cent of global crude supplies, sending oil prices soaring.  The news also saw Canadian energy stocks surge by double digits during Monday's trading amid concerns the impact on oil markets could last months.     Canadian crude — overshadowed by soaring U.S. shale oil production in recent years — could receive greater focus with renewed discussion about secure energy supplies, said Rory Johnston,  a commodity economist at Scotiabank.    ""Historically, we've seen more of the sentiment toward the Canadian oil sector as being couched in terms of oil security, which as a concept has kind of fallen by the wayside,"" Johnston said.   ""This will likely raise that energy security narrative back to the forefront of public discussion, which all else equal, should benefit the Canadian oilpatch as a source of secure supply — politically secure and right next door to the United States.""  While Canadian pipeline constraints make it difficult for oil companies to get more Alberta oil to market currently, Johnston said, a shift in the conversation could fuel further political pressure to build projects like Keystone XL, which has struggled in the face of legal, environmental and political challenges in the U.S.     Drone attack in Saudi Arabia hits world's largest oil processing facility    ""It wouldn't necessarily accelerate the timeline of these types of projects being built,"" he said.   ""I think what this does is just lessens the risk that we're going to see further delays.""  Alberta 'the most secure major source of energy': Kenney  Aberta Premier Jason Kenney, who was in New York on Monday to meet with institutional investors, also emphasized the message that Alberta is ""the most secure major source of energy"" in the world.  ""The strike on Saudi refineries should be a wake-up call,"" he posted to social media.  Kenney was also reported Monday to be looking at easing mandatory oil production cuts in Alberta following those attacks.  American interest in secure supplies of oil from Canada was particularly strong after the terror attacks on Sept. 11, 2001, said Christopher Sands, an expert on energy policy at Johns Hopkins University in Washington, D.C.    That changed during the Obama administration, he said, with greater emphasis on the environment.  Sands said the situation with Saudi Arabia may have Americans looking at Alberta, but it could underscore for some lawmakers how important it is Canada build on its own pipeline capacity and ensure security of its oil.  ""You don't have enough capacity, and this makes us think you need redundant capacity because what if something goes wrong?"" said Sands, adding that ensuring the security of existing energy infrastructure is key.  Tim McMillan, president of the Canadian Association of Petroleum Producers, said the current situation in Saudi Arabia may provide more incentive to expedite projects like Keystone XL and Enbridge's Line 3, which would carry more oil from Alberta to the U.S.     Expect to feel oil price spike at the gas pumps    But he added that even with President Donald Trump ""pushing these projects, it has been a challenge with the U.S. court system and some of the other delay tactics that opponents are using.""  Though McMillan said he's confident those projects will be built, he added he was ""less confident"" that the U.S. legal system will move any faster.  ""But why on earth is Canada so beholden to the United States when we have the world's second-largest coastlines, where we have a close connection to the growing markets in Asia?"" he added.    While Canadian producers still face challenges in getting oil to market, whether by pipeline or by rail, Ian Nieboer, managing director at RS Energy Group, said they should benefit from higher oil prices.   The question everyone is trying to answer, he said, is how long will the situation last.  ""The outage itself and its duration is probably the first and most pronounced fundamental impact,"" he said.  ""The longer term and more structural piece is, is there some sort of risk premium [on oil prices] that maybe enters the market as you think about the politics of the Middle East and now really the circumstances that led to this weekend's attack,"" Nieboer said.  As for gasoline prices, Roger McKnight, chief petroleum analyst at En-Pro International, says it likely means higher gasoline prices in Canada as early as Wednesday. He said it's unclear how long it's going to last.      We have no idea … where this thing is going to go because it's completely out of anyone's control.  - Roger McKnight, chief petroleum analyst at En-Pro International     ""We have no idea … where this thing is going to go because it's completely out of anyone's control,"" McKnight said.  ""And the Saudis are going to keep things kind of close to the vest because they don't want to really upset the market completely. But the facts are facts. Five per cent of crude supply goes off the market, and prices have to go up.""",business
152,Where are Thomas Cook travellers stranded? Here's how 17 countries are responding,"British travel operator Thomas Cook ran hotels, resorts and airlines ferrying 19 million people a year to locations all around the world. But it went bankrupt over the weekend, and since it currently has 600,000 people abroad, that has forced governments and insurance companies to co-ordinate a huge operation to bring them all home.  Here is a summary of official responses to the Thomas Cook collapse:  United Kingdom  The U.K.'s Civil Aviation Authority (CAA) and government has lined up flights in order to begin bringing an estimated 150,000 Britain-based customers back home from vacation spots around the globe in what was called the biggest peacetime repatriation effort in the country's history.  British Prime Minister Boris Johnson, who was traveling to New York for a meeting at the United Nations, said the government was right not to bail out the company, arguing that doing so could have led other businesses to expect the same treatment.   France  French organization Entreprises de Voyage said that about 10,000 French tourists could be affected by the bankruptcy of Thomas Cook.  Norway  Norwegian subsidiary Ving said that currently 8,685 Norwegians are on its tours.  The Norwegian Travel Guarantee Fund, an insurance scheme that is compulsory for tour operators, issued a statement saying it will ensure any passengers traveling with Thomas Cook's Norwegian unit will be repatriated.  Denmark  Danish subsidiary Spies said that none of its planes will be leaving, and about 1,400 travelers are affected. A press contact in Thomas Cook said that affected travelers will get their trips refunded.  Finland  Thomas Cook unit Tjäreborg said it has 2,884 passengers traveling. ""We are currently doing all we can to arrange return flights for passengers and will provide more information during the day,"" the company said on its website.  Sweden  The Swedish unit Ving said the number of Swedish passengers currently away came to 16,956. ""We are now working intensely to ensure that all affected travelers are flown home with as little disruption as possible,"" the company said on its website.  Russia  The Russian tour operator subsidiary Intourist expects the bankruptcy of Thomas Cook will have no impact on clients, Russian executive director Sergei Tolchin told Interfax.  Germany  Thomas Cook holiday airline Condor says it will continue its flight operation despite its parent company's insolvency.  ""Condor … is continuing operations,"" the German airline said in a statement.  Thomas Cook says there are roughly 140,000 vacationers currently traveling with its German units.  The Netherlands and Belgium  As of Monday morning, the Netherlands and Belgium units of Thomas Cook were still operating.  Poland  The Polish unit Neckermann said its financial condition is stable and it continues to operate normally, with holidayers unaffected.  Greece  A Greek tourism ministry official told Reuters that about 50,000 tourists are stranded.  ""The top priority now is to get them back home,"" the official said, declining to be named.  Cyprus  Cyprus's deputy minister for tourism said arrangements are underway to ferry back home the 15,000 Thomas Cook travellers — half being U.K. citizens, 40 per cent hailing from Scandinavian countries and the rest being from Germany — on the eastern Mediterranean island nation.  ""We will work intensively …. I believe that a large portion of the arrivals we stand to lose will somehow be regulated by the market and other travel agencies,"" said Savvas Perdios, deputy minister of tourism to Reuters.  The company's clients represent about six per cent of Cyprus's annual tourist arrivals, or around 250,000 people.  Spain  Spanish Airport operator Aena says 46 flights operated by Thomas Cook have been cancelled in Spanish airports. Between 25,000 and 30,000 tourists are affected in the Canary Islands, according to local media.  Turkey  The Turkish Ministry of Tourism said more than 21,000 stranded travellers are now in Turkish hotels.  The ministry tweeted Monday that guest payments were guaranteed by the U.K.'s Air Travel Organiser's Licence. The statement warned there would be legal proceedings against hotels demanding payment from guests or forcing them to leave.  The Hotelier Federation head said about 45,000 tourists from the UK and Europe are in the country.  Egypt  Thomas Cook operator Blue Sky Group said that 25,000 reservations in Egypt booked up to April 2020 had been cancelled. Blue Sky currently has 1,600 tourists in Egypt's Hugharda resort  Tunisia  Tunisian tourism minister Rene Trabelsi told Reuters that 4,500 Thomas Cook customers are still on holiday in Tunisia. Meanwhile, Tunisia's government offered assurances that Thomas Cook clients won't be prevented from leaving the country, following British media reports that the Les Orangers beach resort in Hammamet, near Tunis, initially refused to let Thomas Cook clients leave.  A British vacationer told BBC radio on Sunday that security guards shut the hotel's gates, for fear it wouldn't be paid what it is owed by Thomas Cook.    But Tunisia's Tourism Ministry, cited by Tunisia's TAP news agency, denied Sunday that British tourists were sequestered at a Hammamet hotel. It said instead that ""checkout procedures were delayed for a while at the request of the hotel keeper.""   It said the British group later checked out and flew home ""after being given apologies for the delay.""   Gambia  Gambian Tourism Minister Hamat Bah told The Associated Press the government convened an emergency meeting to deal with Thomas Cook's collapse. People in the tiny West African coastal nation say the shutdown could have a devastating impact on their tourism, which contributes more than 30 per cent of GDP.",business
115,"Anti-carbon-tax stickers falling off gas pumps, Ford vows to fix the problem","Ontario Premier Doug Ford says the government's provincewide campaign to criticize the federal carbon tax just isn't sticking.  That's because the stickers decrying the tax, which gas stations are required by law to post on their pumps, were produced using the wrong adhesive and are falling off.  Ford joked about the issue at the International Plowing Match in Verner, Ont., on Tuesday, quipping that the stickers may have worked if they'd been produced by the label company owned by the Ford family.    But the premier acknowledged that the stickers were somehow botched and vowed to fix the problem.  He says the specifications were all accurate for the stickers, which became mandatory in Ontario gas stations at the end of August.    He offered few details, but said he would be discussing the matter with Energy Minister Greg Rickford.  ""It's like the shoemaker's daughter not getting shoes,"" Ford said of the mixup. ""They have to pull me off the ceiling when I hear they are coming off.""  Ford jokes Deco Labels should have made stickers  Ford later joked that the issue wouldn't have surfaced if the stickers had been produced by Deco Labels and Tags, the company co-founded by the premier's father. He said he would have happily donated Deco's services to produce the stickers, but that he was not allowed to do so.  Rickford's office did not immediately respond to request for comment on the situation.    The stickers are part of an aggressive campaign to critique the federal carbon tax, which Ottawa imposed on Ontario earlier this year after the province failed to come up with its own comparable regime.  The stickers show the amount of money the carbon tax is expected to add to a tank of gas over the next three years, but makes no mention of rebates the feds have put in place to offset the impact.  Opponents of the sticker campaign have accused the government of spreading propaganda.  The Federal Carbon Tax Transparency Act, which took effect on Aug. 30, said gas station operators who refuse to post the stickers could face daily fines. Ontario's Chief Justice set the fine amount at $150 per day.  Earlier this month, the Canadian Civil Liberties Association launched a legal challenge of the law alleging it violates free speech provisions of the Constitution.",technology
38,Model Naomi Campbell takes spotlight at London Fashion Week,"Model Naomi Campbell took centre stage at London Fashion Week on Saturday night with a gala charity benefit at the impressive setting of the world famous British Museum.  The Campbell-hosted event was the latest ""Fashion for Relief"" fundraiser organized by the well-known model, whose efforts are supported by a wide array of friends and designers. The first charity show was in 2005 in support of victims of Hurricane Katrina in New Orleans.    At the event, the British Museum's steps and foyer became a red carpet staging area for fashionable elite who passed the time drinking chilled champagne and margaritas while last minute checks were made on the models' makeup and outfits.  Campbell said this year's benefit was to raise funds to protect vulnerable children throughout the world and help provide education and skills development. The black-tie event drew a huge and enthusiastic crowd, including many who stayed for a private dinner after the runway performance.    Actor Pierce Brosnan and actress Naomie Harris were among the star contingent, and the show was supported by a wide array of global fashion houses including Gucci, McQueen, Marc Jacobs and Vivienne Westwood.  Some of the outfits were clearly meant to be over the top, including mens' looks that seemed to bare all: many outfits did not cover the chest and most of the tops were sheer. Double-breasted suits were meant to be worn without shirts and costumes paired white vinyl shorts with clear tops.    Women were given more variety, including floral jumpsuits, beautiful black, tight-fitting dresses, one dramatic black pantsuit with puffy pink sleeves and shoulders, and Conehead style veils. There were also spiky overcoats, kimono-inspired ensembles, Russian-styled Rasputin outfits for men and glittery silver elbow-length gloves.    The gala capped a warm day filled with shows and presentations, including runway offerings by Alexa Chung and House of Holland and millinery by master hatter Stephen Jones.  Chung attracts adoring fans  An early start couldn't deter Chung's legions of loyal fans, who flocked to a Saturday morning show which included outfits that offered variations on her classic feminine themes.  Chung greeted fans with a video message featuring a montage of what she described as ""AC World."" She described the new styles as ""clothes to feel empowered in"" with a theme of ""female solidarity"" and said they were designed to ""get over heartbreak.""    The TV personality also offered a pep talk to her mostly youthful audience. ""Enjoy life, kids,"" she said. ""It's great.""  The collection featured a number of longer coats, including belted variations. Some were worn over slip dresses or beautifully constructed longer dresses. The colours were muted, with many variations of green and gray, and Chung paid homage to the American West with a denim dress that seemed to conjure up open skies and endless vistas.    There was a well-tailored double-breasted suit and some 60s-style jumpsuits, but no sign of Dynasty-style shoulder pads or power-dressing. Chung doesn't do flash, but she couldn't resist a few faux-snakeskin pieces.  Models wore mostly light makeup and flowing hairstyles to allow for a style that looked simple, easy and elegant rather than fussy or overdone.  Big names are still coming up, with shows scheduled by Burberry, Victoria Beckham, Christopher Kane and Julien Macdonald as Fashion Week reaches its glittery climax.",entertainment
49,Trudeau says he never told candidate-vetting committee about blackface because he was embarrassed,"Prime Minister Justin Trudeau says that when the Liberal Party was vetting him as a candidate, he never owned up to  the documented cases of blackface in his personal history.   ""I never talked about this. Quite frankly, I was embarrassed,"" Trudeau told reporters in Winnipeg Thursday. ""It was not something that represents the person I've become, the leader I try to be and it was really embarrassing.""  Trudeau offered no further details on how he navigated the party's process for vetting candidates or how he continued to hide his embarrassing past.   According to the party's rules for vetting candidates, a qualified nomination contestant ""has a continuing obligation to disclose to the national campaign chair any information that could impact upon their acceptability as a qualified nomination contestant or as a candidate of the party.   ""Failure to disclose such information constitutes non-compliance with these rules … and may result in the disqualification of a qualified nomination contestant.""    Trudeau said he did not tell his staff about his history of blackface until Time magazine told him it was about to reveal that in 2001 he attended an Arabian Knights gala at a private school in B.C., where he was a teacher, dressed in a turban with his skin darkened. The story included a photo from a school yearbook.  ""Ultimately, the call is mine on when to talk to people, when to act on things, and the buck stops with me and I take responsibility,"" he said.   All parties vet candidates  In an effort to avoid embarrassments like Trudeau's, candidates for all parties are vetted to unearth anything that could possibly derail their campaign or hurt the party.   The Liberal Party says its ""Greenlight Committee"" scrutinizes each prospective candidate to ensure a clean slate and its rules stipulate that candidates must not have ""engaged in any claim, litigation or dispute of any sort which is liable to bring controversy or disrepute upon the qualified nomination contestant or the party.""  Kaveh Shahrooz failed to secure the Liberal nomination for the Toronto-area riding of Richmond Hill in the 2015 federal election, losing out to Majid Jowhari, who went on to win the seat.       We don't have people going to campuses. That just doesn't happen.  - Michele Cadario     Shahrooz told CBC News that the committee had him fill out an extensive questionnaire detailing his background, views, education and financial information. After that, researchers for the party reviewed his social media history and then conducted a telephone interview.   ""Something like an old yearbook? I don't think that would have been caught in that greenlight process,"" said Shahrooz. ""If they don't offer up the information, I don't think that vetting 338 candidates it's possible to go and look at everyone's old yearbooks. At the candidate level it's hard to do.""  From vetting to crisis management  Jowhari may have won his seat, but within a year he was forced to apologize for misrepresenting his professional credentials as an engineer during the campaign. While he had qualified as an engineer, he was no longer licensed. To make amends he had to apologize and donate $5,000 to the Ontario Professional Engineers Foundation for Education.  Michele Cadario, the former federal campaign director for Paul Martin, helped oversee the vetting process for Martin's prime ministerial campaign. She said that unless a candidate freely reveals they have an embarrassing incident in their past that would not be picked up with a social media search, credit check or internet search, it's very hard to get a complete picture.   ""Unless something got flagged in that research. The idea of tracking down a yearbook or a newsletter or anything that's written, unless it's anything that's like a published article or a published book, or anything like that which would absolutely be read, but we don't have people going to campuses. That just doesn't happen.""    Cadario said that all issues that arise in vetting are dealt with on a case-by-case basis. If, for example, someone made a racist comment a year ago on social media, it would be treated differently than a drunk-driving conviction that was decades old and where candidate had worked hard to make amends.   ""We have a candidate survey that's fairly exhaustive that they have to go through,"" she said. "" A lot of it is based on asking them what they have been involved in, and what they've done and would be embarrassing to the party. We wanted them to acknowledge it.""  Cadario said that when candidates do not reveal past transgressions, such as Trudeau's blackface incidents, and those incidents are revealed after the candidate has been elected, it is no longer about vetting. The issue then becomes crisis management.",politics
145,Follow the leaders: Scheer campaigns in St. John's,"Here's what you need to know about where the leaders of Canada's political parties are on Day 12 of the election campaign.  You can watch streaming video of available live events on this page throughout the day.        All times are Eastern Time unless otherwise noted.    Green Party Leader Elizabeth May:     9 p.m. (6 p.m. local time) Fundraiser with candidate Racelle Kooy in Victoria, B.C.     NDP Leader Jagmeet Singh:     10:15 a.m. Announcement on climate change in Gatineau, Que.    Conservative Leader Andrew Scheer:     10 a.m. (11 a.m. local time) Announcement and media availability in Canoe Cove, P.E.I.   3:30 p.m. (5 p.m. local time) Campaigning with candidate Joedy Wall in St. John's, N.L.    Liberal Leader Justin Trudeau:     2 p.m. Policy announcement and media availability in Brampton, Ont.    People's Party of Canada Leader Maxime Bernier:     No announced public events    BQ Leader Yves-François Blanchet:     No announced public events",politics
31,Green Party told Elections Canada some voters' personal information was temporarily visible on party website,"The Green Party says it has notified Elections Canada that some voters' personal information was temporarily visible in internal training videos that were publicly accessible on the party's website.  According to a written statement from the party, the error was the result of an ""oversight.""  ""A small number of videos hosted in an internal training section on our website contained visuals of some Elections Canada information,"" the statement read in part.  It said the information primarily pertained to names and addresses and included only a small number of voters.  CTV News first reported the problem after it said it discovered videos on the website used to train party workers on the party's voter data system, GVote.    The Canada Elections Act requires Elections Canada to make voter information available to political parties to communicate with voters, recruit party members and raise funds. Under the act, party staffers are allowed to use voter information for training purposes.  ""The act contains prohibitions and strict penalties for misuse of the lists of electors,"" Elections Canada said in an email to CBC News.  ""However, the relevant offences under the act require the misuse to be intentional. Inadvertent disclosure of personal information contained in the list of electors is not an infraction under the act.""  The slip-up happened same day Green Party Leader Elizabeth May unveiled her party's platform on privacy at the University of Waterloo. May called on the other political parties to stop collecting voter data and using it for political purposes.",technology
157,"U.K. tour operator Thomas Cook collapses, cancels all bookings","Veteran U.K. tour operator Thomas Cook has collapsed after failing to secure rescue funding, and travel bookings for its more than 600,000 global vacationers were cancelled early Monday.  The U.K. government said the return of the firm's 150,000 British customers now abroad would be the largest repatriation in its peacetime history. On Monday, Prime Minister Boris Johnson said they have already begun a ""huge effort"" to bring home stranded tourists and passengers. He said future steps need to be taken so ""you don't end up with a situation where the taxpayer, where the state is having to step in and bring people home.""  The Civil Aviation Authority (CAA) said Thomas Cook has ceased trading, its four airlines will be grounded, and its 21,000 employees in 16 countries, including 9,000 in the UK, will lose their jobs.     Britain's CAA said it had arranged an aircraft fleet for the complex British repatriation effort, which is expected to last two weeks.  ""Due to the significant scale of the situation, some disruption is inevitable, but the CAA will endeavour to get people home as close as possible to their planned dates,"" the aviation authority said in a statement.  The 178-year-old company said Friday it was seeking £200 million ($331 million Cdn) in emergency funds to avoid going bust, and was in weekend talks with shareholders and creditors to stave off failure. The prominent firm, whose airliners were a familiar sight in many parts of the world, also operated around 600 U.K. travel stores.  Thomas Cook's struggle to adapt  Thomas Cook, which began in 1841 with a one-day train excursion in England and now operates in 16 countries, has been struggling over the past few years. It only recently raised £900 million ($1.5 billion), including receiving money from leading Chinese shareholder Fosun.  Analysts said Thomas Cook, which rode a package holiday boom that started in the mid-1980s, was too slow to react as consumers moved away from buying trips at bricks-and-mortar stores.   It has been overtaken by online services like Airbnb and internet travel companies who may separate or combine hotel, rental car and flight offerings, which puts pressure on prices through comparison shopping.   ""The company has struggled to adapt to a changing travel and retail environment,"" said Michael Hewson, chief market analyst at CMC Markets UK.   The company did push into online business, with 48 per cent of its bookings from the internet as of last year. But it wasn't fast enough. Online rivals didn't have to bear the costs of owning 200 hotels, 500 travel agency shops and 105 airline jets, but acted as middlemen.    Thomas Cook Group PLC isn't alone in facing such pressures. Competitor TUI Group AG, based in Hannover, Germany, has shifted its focus from tour operators to its own cruises and hotels.   But other factors laid into the British travel company.   Company officials have cited uncertainty over Brexit, both from consumers worried about its impact on their finances and from the timing, given that one unfulfilled deadline for Britain to leave the EU fell on March 31, just days before the heavy European Easter holiday travel season this year. Travel agents had to issue guidance on what would happen in case of a no-deal Brexit.  Brexit has meanwhile sent the pound lower, giving British travellers less purchasing power.     As the company struggled to reshape its business in the new environment and cut costs, it was hit with an unusually warm summer in 2018, which it said led travellers from the U.K. and Scandinavia to put off plans to head for warmer destinations. When they did decide at the last minute, the sector of the market that focuses on late decision makers turned out to be fiercely competitive on price.  ""The group, like its peers, has suffered from a perfect storm of turbulence, from political unrest and terrorism at some of its most popular destinations, to unusual weather patterns seeing travellers taking 'staycations' and the ever-present Brexit uncertainty devaluing the pound and putting consumers off from booking holidays,"" said Helal Miah, investment research analyst at The Share Centre.   In May, the company reported a debt burden of £1.25 billion ($2.07 billion), which gave the company less breathing room to manoeuvre.  ""While other travel groups have suffered from these factors, Thomas Cook's pile of debt is the differentiating factor,"" said Miah.  Most of Thomas Cook's British customers are protected by the government-run travel insurance program, which makes sure vacationers can get home if a British-based tour operator fails while they are abroad.  Like 'being held hostage'  The company's troubles had already started to affect those travelling under the Thomas Cook banner before the firm announced its collapse.  A British vacationer also told BBC Radio on Sunday that the Les Orangers beach resort in the Tunisian town of Hammamet, near Tunis, demanded that guests who were about to leave pay extra money for fear it wouldn't be paid what it is owed by Thomas Cook.  Ryan Farmer, of Leicestershire, said many tourists refused the demand, since they had already paid Thomas Cook, so security guards shut the hotel's gates and ""were not allowing anyone to leave.""  It was like ""being held hostage,"" said Farmer, who is due to leave Tuesday. He said he would also refuse to pay if the hotel asked him.  The Associated Press called the hotel, as well as the British Embassy in Tunis, but no officials or managers were available for comment.  Julie Robsson and her seven friends are due to fly out of Spain on a chartered Titan Airways plane to Manchester following the cancellation of their Thomas Cook flight earlier in the day.  The 58-year-old retiree from Yorkshire was ending a weeklong holiday on the Balearic Islands, about 250 kilometres south of Barcelona, and part of a group of some 300 tourists who were waiting on Monday for replacement flights.    Robsson said she was satisfied with the information received on the ground from the CAA and the British Consulate in Palma, the capital of the autonomous Spanish archipelago, but Thomas Cook's representative had not appeared in the group's hotel since the first rumours of the financial difficulties emerged last week.  ""I'm quite sad because it's an old company. The prices were all reasonable. The planes were clean,"" Robsson said, adding that after having used Thomas Cook's services for package holidays in Spain, Greece, Mexico and India, she was considering other alternatives now.",business
30,"Researchers using drones to document, study impact of Dorian on P.E.I. ","Researchers with the UPEI Climate Lab are using drone technology to get a rare glimpse from high above the devastation caused by Dorian.  The drone is capturing stunning images and videos of damage to Cavendish Campground, Cavendish's main beach and farms across the province after the post-tropical storm devastated Prince Edward Island last weekend and knocked out power for many communities.  ""If something terrible like this is going to happen anyway, we should take advantage as a learning opportunity and I think most importantly, is find out as much data as we can on the impact,"" said Stephanie Arnold, lead researcher with the lab.  ""So that we can make ourselves more resilient by preventing those impacts or at least lessening the damage of those impacts.""  Drones have been in the air at various locations across the Island to allow researchers to quickly — and safely — assess damage from the storm.    ""We're trying to capture as many footage as we can of the storm so that we can help farmers and the parks manage the aftermath,"" Arnold said. ""There's only so many flying days that we have, so we have all of our teams out flying as much as we can all over the Island.""  Arnold said while the view from the ground after a devastating storm like Dorian is heartbreaking, it's the view from the sky that's more revealing, particularly in Cavendish Beach in P.E.I. National Park.  ""The dunes look completely different,"" Arnold said. ""A lot of them, it looks like it was sheared right off, it was just a straight shear as opposed to a nice, soft dune.""    Staff have also been using the drones to survey damage to crops done by Dorian.   Information collected by the team will be shared with Parks Canada and farmers to help them adapt to extreme weather events and the impacts that storms like Dorian can have.    ""There are scientists working on creating new varieties,"" said Arnold. ""In the meantime, I'm also looking at how we can maybe manage our farm practices a little bit differently to prepare for really extreme weather events. There is some ways, maybe managing water. It's something we have to get better at just because the extremes are going to swing so widely and it's so unpredictable that it's not going to be easy.""  Researchers said they plan to do a before and after comparison of Cavendish Campground and the main beach.    ""We've captured footage of Cavendish main beach prior and now we have one for after,"" Arnold said. ""We have some before and after of farms as well. We've been so busy flying drones that we haven't had time in the office to do the analysis yet, but we're all very interested in how we can assess the damage.""    The research team will also fly over agricultural fields in Kings County to see if the rain caused any wash outs.  ""It's never fun to do post-storm assessment, but the fact that we have drones that we can use to gather data, it really helps us take a look at coastal changes, changes on farms and other ways of really better managing and preparing for weather events like this,"" Arnold said.  More P.E.I. news  ",technology
